time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
20575.231846	104.511925	0.035937	2.908181	245
20576.214563	96.780205	0.035933	2.693338	246
20577.275378	118.172852	0.035940	3.288042	247
20578.370197	88.437035	0.035933	2.461131	248
20579.386913	104.972931	0.035935	2.921186	249
20580.480416	90.427887	0.035938	2.516185	250
20581.482604	108.898460	0.035935	3.030452	251
20582.553258	92.814201	0.035939	2.582539	252
20583.566644	107.752960	0.035935	2.998526	253
20584.649382	93.401154	0.035934	2.599218	254
20585.655899	108.762764	0.035935	3.026691	255
20586.736954	91.916008	0.035934	2.557920	0
20587.805374	77.117226	0.035940	2.145713	1
20588.802238	95.377335	0.035935	2.654171	2
20589.826795	108.794586	0.035936	3.027435	3
20590.907147	91.805725	0.035938	2.554527	4
20591.913843	105.069382	0.035935	2.923837	5
20592.987298	99.298325	0.035937	2.763103	6
20594.016563	105.244682	0.035934	2.928832	7
20595.055525	106.181068	0.035935	2.954777	8
20596.104913	98.732544	0.035939	2.747204	9
20597.142449	98.437912	0.035934	2.739408	10
20598.175937	106.533081	0.035935	2.964629	11
20599.240351	97.683739	0.035934	2.718435	12
20600.276664	97.606018	0.035937	2.716014	13
20601.326499	98.124039	0.035935	2.730592	14
20602.369068	94.315559	0.035935	2.624631	15
20603.417583	95.417206	0.035940	2.654926	16
20604.436008	105.259911	0.035934	2.929294	17
20605.489678	99.837524	0.035941	2.777842	18
20606.533153	98.144730	0.035935	2.731198	19
20607.550357	114.899307	0.035934	3.197536	20
20608.586444	117.543198	0.035941	3.270489	21
20610.700673	97.137627	0.035937	2.703001	23
20611.730400	107.110977	0.035940	2.980254	24
20612.785830	99.470184	0.035939	2.767718	25
20613.823002	106.800293	0.035936	2.971984	26
20614.859970	105.467979	0.035934	2.935039	27
20615.888704	116.062531	0.035936	3.229665	28
20616.933579	112.949677	0.035938	3.142879	29
20617.994555	105.428024	0.035934	2.933920	30
20619.022274	109.762260	0.035936	3.054370	31
20620.084027	99.897331	0.035934	2.780024	32
20621.133214	91.417732	0.035936	2.543873	33
20622.169267	101.742439	0.035939	2.830939	34
20623.193243	109.610970	0.035936	3.050189	35
20624.247552	107.060196	0.035935	2.979251	36
20625.293645	96.594940	0.035936	2.687999	37
20626.338750	99.514862	0.035933	2.769460	38
20627.359745	110.366707	0.035938	3.071052	39
20628.422323	102.751389	0.035939	2.859086	40
20629.444886	111.130737	0.035937	3.092374	41
20630.507372	102.180962	0.035936	2.843443	42
20631.548629	94.326233	0.035936	2.624845	43
20632.588142	104.117447	0.035933	2.897511	44
20633.618962	104.886459	0.035935	2.918751	45
20634.722725	70.423782	0.035939	1.959524	46
20635.710079	101.877419	0.035939	2.834760	47
20636.751628	107.267700	0.035932	2.985282	48
20637.791357	105.435608	0.035937	2.933872	49
20638.840668	103.150337	0.035938	2.870220	50
20639.877858	103.071686	0.035934	2.868355	51
20640.950944	84.828766	0.035936	2.360569	52
20641.976286	85.115356	0.035933	2.368695	53
20643.026507	91.481499	0.035936	2.545708	54
20644.055771	96.365875	0.035939	2.681379	55
20645.099305	100.155342	0.035936	2.787081	56
20646.144697	89.529861	0.035939	2.491195	57
20647.044741	110.037491	0.035936	3.062053	58
20648.209894	105.149590	0.035940	2.925738	59
20649.273340	96.293327	0.035933	2.679786	60
20650.294067	103.646286	0.035933	2.884417	61
20651.450152	40.492504	0.035938	1.126726	62
20652.381350	101.455223	0.035936	2.823238	63
20653.449028	91.098717	0.035937	2.534942	64
20654.468470	101.848038	0.035934	2.834345	65
20655.530558	91.677162	0.035935	2.551203	66
20656.549520	101.788933	0.035932	2.832799	67
20657.621305	85.830048	0.035940	2.388137	68
20658.636753	99.348732	0.035937	2.764500	69
20659.716737	75.728920	0.035937	2.107272	70
20660.723125	95.122955	0.035935	2.647059	71
20661.765727	104.108856	0.035934	2.897199	72
20662.782862	122.763802	0.035938	3.416000	73
20663.855325	98.715836	0.035933	2.747247	74
20664.903962	85.611794	0.035936	2.382332	75
20665.952868	88.400398	0.035935	2.460041	76
20666.963108	108.816917	0.035935	3.028160	77
20668.024255	97.558426	0.035936	2.714813	78
20669.056138	98.798737	0.035933	2.749532	79
20670.111502	94.930916	0.035935	2.641732	80
20671.157019	83.392097	0.035934	2.320694	81
20672.194192	95.494568	0.035933	2.657550	82
20673.248001	77.985130	0.035936	2.170117	83
20674.296448	82.419975	0.035935	2.293585	84
20675.306919	100.015182	0.035936	2.783180	85
20676.362489	94.681572	0.035938	2.634591	86
20677.422743	71.316475	0.035934	1.984626	87
20678.445275	95.624344	0.035936	2.660935	88
20679.481835	93.530388	0.035934	2.602871	89
20680.502220	125.238449	0.035935	3.485103	90
20681.566746	91.546814	0.035937	2.547451	91
20682.626762	85.755371	0.035938	2.386185	92
20683.572873	168.679565	0.035936	4.693938	93
20684.694955	98.697403	0.035935	2.746560	94
20685.728478	96.173409	0.035933	2.676455	95
20686.807871	76.098763	0.035933	2.117807	96
20687.830575	78.166885	0.035937	2.175130	97
20688.874398	90.095421	0.035936	2.507139	98
20689.898399	92.791145	0.035937	2.582049	99
20690.959983	89.008728	0.035937	2.476775	100
20692.024255	55.151131	0.035934	1.534807	101
20693.055677	75.513634	0.035934	2.101432	102
20694.077050	82.930702	0.035936	2.307721	103
20695.138929	78.086639	0.035934	2.173030	104
20696.150393	92.178162	0.035937	2.565000	105
20697.223035	76.646790	0.035936	2.132862	106
20698.238979	89.447708	0.035932	2.489327	107
20699.285426	94.294861	0.035934	2.624085	108
20700.322313	90.091019	0.035937	2.506919	109
20701.371219	91.905525	0.035938	2.557338	110
20702.420356	77.002144	0.035939	2.142604	111
20703.446194	101.900650	0.035934	2.835750	112
20704.475414	106.446510	0.035936	2.962103	113
20705.555213	77.968796	0.035939	2.169450	114
20706.592641	71.547478	0.035939	1.990788	115
